subject,classname,img,filepath,file_exists,label
p051,c7,img_28205.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_28205.jpg,True,7
p051,c7,img_7145.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_7145.jpg,True,7
p051,c7,img_7303.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_7303.jpg,True,7
p051,c7,img_7647.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_7647.jpg,True,7
p051,c7,img_28731.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_28731.jpg,True,7
p051,c7,img_24211.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_24211.jpg,True,7
p051,c7,img_719.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_719.jpg,True,7
p051,c7,img_53754.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_53754.jpg,True,7
p051,c7,img_70804.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_70804.jpg,True,7
p051,c7,img_56661.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_56661.jpg,True,7
p051,c7,img_11864.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_11864.jpg,True,7
p051,c7,img_14581.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_14581.jpg,True,7
p051,c7,img_85832.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_85832.jpg,True,7
p051,c7,img_59228.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_59228.jpg,True,7
p051,c7,img_24762.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_24762.jpg,True,7
p051,c7,img_36302.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_36302.jpg,True,7
p051,c7,img_100431.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_100431.jpg,True,7
p051,c7,img_88521.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_88521.jpg,True,7
p051,c7,img_84309.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_84309.jpg,True,7
p051,c7,img_3643.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_3643.jpg,True,7
p051,c7,img_18011.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_18011.jpg,True,7
p051,c7,img_9012.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_9012.jpg,True,7
p051,c7,img_63011.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_63011.jpg,True,7
p051,c7,img_39665.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_39665.jpg,True,7
p051,c7,img_88338.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_88338.jpg,True,7
p051,c7,img_46057.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_46057.jpg,True,7
p051,c7,img_16985.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_16985.jpg,True,7
p051,c7,img_81083.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_81083.jpg,True,7
p051,c7,img_70514.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_70514.jpg,True,7
p051,c7,img_20781.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_20781.jpg,True,7
p051,c7,img_101110.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_101110.jpg,True,7
p051,c7,img_90740.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_90740.jpg,True,7
p051,c7,img_98878.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_98878.jpg,True,7
p051,c7,img_7125.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_7125.jpg,True,7
p051,c7,img_68868.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_68868.jpg,True,7
p051,c7,img_59213.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_59213.jpg,True,7
p051,c7,img_22612.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_22612.jpg,True,7
p051,c7,img_46863.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_46863.jpg,True,7
p051,c7,img_74727.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_74727.jpg,True,7
p051,c7,img_66989.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_66989.jpg,True,7
p051,c7,img_2023.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_2023.jpg,True,7
p051,c7,img_100882.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_100882.jpg,True,7
p051,c7,img_71775.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_71775.jpg,True,7
p051,c7,img_3195.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_3195.jpg,True,7
p051,c7,img_68823.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_68823.jpg,True,7
p051,c7,img_77512.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_77512.jpg,True,7
p051,c7,img_49998.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_49998.jpg,True,7
p051,c7,img_75576.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_75576.jpg,True,7
p051,c7,img_95026.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_95026.jpg,True,7
p051,c7,img_23452.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_23452.jpg,True,7
p051,c7,img_95621.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_95621.jpg,True,7
p051,c7,img_30959.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_30959.jpg,True,7
p051,c7,img_72923.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_72923.jpg,True,7
p051,c7,img_12193.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_12193.jpg,True,7
p051,c7,img_6416.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_6416.jpg,True,7
p051,c7,img_90295.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_90295.jpg,True,7
p051,c7,img_54406.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_54406.jpg,True,7
p051,c7,img_27764.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_27764.jpg,True,7
p051,c7,img_100352.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_100352.jpg,True,7
p051,c7,img_44777.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_44777.jpg,True,7
p051,c7,img_56597.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_56597.jpg,True,7
p051,c7,img_25795.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_25795.jpg,True,7
p051,c7,img_74753.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_74753.jpg,True,7
p051,c7,img_66400.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_66400.jpg,True,7
p051,c7,img_93823.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_93823.jpg,True,7
p051,c7,img_61341.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_61341.jpg,True,7
p051,c7,img_44175.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_44175.jpg,True,7
p051,c7,img_19896.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_19896.jpg,True,7
p051,c7,img_3657.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_3657.jpg,True,7
p051,c7,img_13401.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_13401.jpg,True,7
p051,c7,img_59406.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c7\img_59406.jpg,True,7
p051,c8,img_82583.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_82583.jpg,True,8
p051,c8,img_77225.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_77225.jpg,True,8
p051,c8,img_67732.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_67732.jpg,True,8
p051,c8,img_99344.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_99344.jpg,True,8
p051,c8,img_28517.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_28517.jpg,True,8
p051,c8,img_101751.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_101751.jpg,True,8
p051,c8,img_92546.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_92546.jpg,True,8
p051,c8,img_90540.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_90540.jpg,True,8
p051,c8,img_27993.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_27993.jpg,True,8
p051,c8,img_41659.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_41659.jpg,True,8
p051,c8,img_50134.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_50134.jpg,True,8
p051,c8,img_55957.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_55957.jpg,True,8
p051,c8,img_98568.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_98568.jpg,True,8
p051,c8,img_14402.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_14402.jpg,True,8
p051,c8,img_48668.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_48668.jpg,True,8
p051,c8,img_66162.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_66162.jpg,True,8
p051,c8,img_101736.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_101736.jpg,True,8
p051,c8,img_44508.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_44508.jpg,True,8
p051,c8,img_29427.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_29427.jpg,True,8
p051,c8,img_24889.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_24889.jpg,True,8
p051,c8,img_20354.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_20354.jpg,True,8
p051,c8,img_18000.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_18000.jpg,True,8
p051,c8,img_33071.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_33071.jpg,True,8
p051,c8,img_69333.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_69333.jpg,True,8
p051,c8,img_70748.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_70748.jpg,True,8
p051,c8,img_6462.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_6462.jpg,True,8
p051,c8,img_90964.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_90964.jpg,True,8
p051,c8,img_19224.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_19224.jpg,True,8
p051,c8,img_28549.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_28549.jpg,True,8
p051,c8,img_1614.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_1614.jpg,True,8
p051,c8,img_47117.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_47117.jpg,True,8
p051,c8,img_61937.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_61937.jpg,True,8
p051,c8,img_5355.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_5355.jpg,True,8
p051,c8,img_60684.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_60684.jpg,True,8
p051,c8,img_10867.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_10867.jpg,True,8
p051,c8,img_92020.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_92020.jpg,True,8
p051,c8,img_45480.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_45480.jpg,True,8
p051,c8,img_57619.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_57619.jpg,True,8
p051,c8,img_48605.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_48605.jpg,True,8
p051,c8,img_40250.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_40250.jpg,True,8
p051,c8,img_7559.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_7559.jpg,True,8
p051,c8,img_47603.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_47603.jpg,True,8
p051,c8,img_51051.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_51051.jpg,True,8
p051,c8,img_5365.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_5365.jpg,True,8
p051,c8,img_60901.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_60901.jpg,True,8
p051,c8,img_75740.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_75740.jpg,True,8
p051,c8,img_57804.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_57804.jpg,True,8
p051,c8,img_31795.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_31795.jpg,True,8
p051,c8,img_67682.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_67682.jpg,True,8
p051,c8,img_101367.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_101367.jpg,True,8
p051,c8,img_1567.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_1567.jpg,True,8
p051,c8,img_50196.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_50196.jpg,True,8
p051,c8,img_100850.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_100850.jpg,True,8
p051,c8,img_88266.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_88266.jpg,True,8
p051,c8,img_29052.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_29052.jpg,True,8
p051,c8,img_5383.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_5383.jpg,True,8
p051,c8,img_32711.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_32711.jpg,True,8
p051,c8,img_66306.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_66306.jpg,True,8
p051,c8,img_52284.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_52284.jpg,True,8
p051,c8,img_94317.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_94317.jpg,True,8
p051,c8,img_61434.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_61434.jpg,True,8
p051,c8,img_63196.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c8\img_63196.jpg,True,8
p051,c9,img_2476.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_2476.jpg,True,9
p051,c9,img_62005.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_62005.jpg,True,9
p051,c9,img_83194.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_83194.jpg,True,9
p051,c9,img_93787.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_93787.jpg,True,9
p051,c9,img_28715.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_28715.jpg,True,9
p051,c9,img_32696.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_32696.jpg,True,9
p051,c9,img_63807.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_63807.jpg,True,9
p051,c9,img_65944.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_65944.jpg,True,9
p051,c9,img_98631.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_98631.jpg,True,9
p051,c9,img_39394.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_39394.jpg,True,9
p051,c9,img_57500.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_57500.jpg,True,9
p051,c9,img_90685.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_90685.jpg,True,9
p051,c9,img_75727.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_75727.jpg,True,9
p051,c9,img_43499.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_43499.jpg,True,9
p051,c9,img_4227.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_4227.jpg,True,9
p051,c9,img_37770.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_37770.jpg,True,9
p051,c9,img_30526.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_30526.jpg,True,9
p051,c9,img_80521.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_80521.jpg,True,9
p051,c9,img_83168.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_83168.jpg,True,9
p051,c9,img_52771.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_52771.jpg,True,9
p051,c9,img_95254.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_95254.jpg,True,9
p051,c9,img_64680.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_64680.jpg,True,9
p051,c9,img_38565.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_38565.jpg,True,9
p051,c9,img_64956.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_64956.jpg,True,9
p051,c9,img_17725.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_17725.jpg,True,9
p051,c9,img_10399.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_10399.jpg,True,9
p051,c9,img_74482.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_74482.jpg,True,9
p051,c9,img_7055.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_7055.jpg,True,9
p051,c9,img_48996.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_48996.jpg,True,9
p051,c9,img_37284.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_37284.jpg,True,9
p051,c9,img_31358.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_31358.jpg,True,9
p051,c9,img_76141.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_76141.jpg,True,9
p051,c9,img_25494.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_25494.jpg,True,9
p051,c9,img_2166.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_2166.jpg,True,9
p051,c9,img_72017.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_72017.jpg,True,9
p051,c9,img_32027.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_32027.jpg,True,9
p051,c9,img_82682.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_82682.jpg,True,9
p051,c9,img_91296.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_91296.jpg,True,9
p051,c9,img_65500.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_65500.jpg,True,9
p051,c9,img_96336.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_96336.jpg,True,9
p051,c9,img_86576.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_86576.jpg,True,9
p051,c9,img_57343.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_57343.jpg,True,9
p051,c9,img_11949.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_11949.jpg,True,9
p051,c9,img_82902.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_82902.jpg,True,9
p051,c9,img_14077.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_14077.jpg,True,9
p051,c9,img_41392.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_41392.jpg,True,9
p051,c9,img_29843.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_29843.jpg,True,9
p051,c9,img_84809.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_84809.jpg,True,9
p051,c9,img_50690.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_50690.jpg,True,9
p051,c9,img_43199.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_43199.jpg,True,9
p051,c9,img_88201.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_88201.jpg,True,9
p051,c9,img_15604.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_15604.jpg,True,9
p051,c9,img_86335.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_86335.jpg,True,9
p051,c9,img_8798.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_8798.jpg,True,9
p051,c9,img_41517.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_41517.jpg,True,9
p051,c9,img_39336.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_39336.jpg,True,9
p051,c9,img_76835.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_76835.jpg,True,9
p051,c9,img_38963.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_38963.jpg,True,9
p051,c9,img_22258.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_22258.jpg,True,9
p051,c9,img_62755.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_62755.jpg,True,9
p051,c9,img_32471.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_32471.jpg,True,9
p051,c9,img_93742.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_93742.jpg,True,9
p051,c9,img_2445.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_2445.jpg,True,9
p051,c9,img_2925.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_2925.jpg,True,9
p051,c9,img_17395.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_17395.jpg,True,9
p051,c9,img_25892.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_25892.jpg,True,9
p051,c9,img_66255.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_66255.jpg,True,9
p051,c9,img_96422.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_96422.jpg,True,9
p051,c9,img_13634.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_13634.jpg,True,9
p051,c9,img_80574.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_80574.jpg,True,9
p051,c9,img_90465.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_90465.jpg,True,9
p051,c9,img_5000.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_5000.jpg,True,9
p051,c9,img_74434.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_74434.jpg,True,9
p051,c9,img_84858.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_84858.jpg,True,9
p051,c9,img_94109.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_94109.jpg,True,9
p051,c9,img_79224.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_79224.jpg,True,9
p051,c9,img_37281.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_37281.jpg,True,9
p051,c9,img_74861.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_74861.jpg,True,9
p051,c9,img_23278.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_23278.jpg,True,9
p051,c9,img_100090.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_100090.jpg,True,9
p051,c9,img_62510.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_62510.jpg,True,9
p051,c9,img_58653.jpg,D:\MSC_PROJECT\state-farm-distracted-driver-detection\imgs\train\c9\img_58653.jpg,True,9
